num_attacks,board
46,"[['Battleship', None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], ['Battleship', None, None, None, None, None, None, None, None, None], ['Battleship', None, None, None, None, None, None, None, None, None], ['Battleship', None, 'Cruiser', None, None, None, None, None, None, None], [None, None, 'Cruiser', None, None, None, None, None, None, None], [None, None, 'Cruiser', None, None, None, None, None, None, None], [None, None, None, 'Submarine', None, None, None, None, None, None], [None, None, None, 'Submarine', None, None, None, None, None, None], ['Destroyer', None, None, 'Submarine', None, None, None, None, None, None], ['Destroyer', None, None, None, None, None, None, None, None, None]]"
54,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, 'Cruiser', 'Battleship', None, None, None, None, None, None], [None, None, 'Cruiser', 'Battleship', 'Submarine', None, None, None, None, None], [None, None, 'Cruiser', 'Battleship', 'Submarine', None, None, None, None, None], [None, None, None, None, 'Submarine', None, None, None, None, None], [None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None], ['Destroyer', None, None, None, None, None, None, None, None, None], ['Destroyer', None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
48,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser'], [None, None, None, None, None, None, None, None, None, None], ['Destroyer', 'Destroyer', None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, None, None], [None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None]]"
57,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Cruiser', None, None, None, None, None, None, None, None], [None, 'Cruiser', None, None, None, None, None, None, None, None], [None, 'Cruiser', 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None], [None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, 'Destroyer'], [None, None, None, None, None, None, None, None, None, 'Destroyer'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None, None, None]]"
49,"[[None, None, None, None, None, None, None, None, None, None], ['Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Destroyer', 'Destroyer', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Submarine', None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None], [None, 'Submarine', None, None, None, None, None, None, None, None], [None, 'Submarine', None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None], [None, None, None, None, None, None, None, None, None, None]]"
27,"[[None, None, None, None, None, None, None, 'Aircraft_Carrier', None, None], [None, 'Submarine', None, None, None, None, None, 'Aircraft_Carrier', None, None], [None, 'Submarine', None, None, None, None, None, 'Aircraft_Carrier', None, None], [None, 'Submarine', None, None, None, None, None, 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, None, 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, None, 'Cruiser', None, None], [None, None, None, 'Destroyer', 'Destroyer', None, None, 'Cruiser', None, None], [None, None, None, None, None, None, None, 'Cruiser', None, None], [None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None], [None, None, None, None, None, None, None, None, None, None]]"
39,"[[None, None, None, None, None, None, None, None, 'Destroyer', None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, 'Destroyer', None], [None, 'Battleship', None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, 'Battleship', None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, 'Battleship', None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, 'Battleship', None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, 'Cruiser', None, None, None, None, None, None], [None, None, None, 'Cruiser', None, None, None, None, None, 'Submarine'], [None, None, None, 'Cruiser', None, None, None, None, None, 'Submarine'], [None, None, None, None, None, None, None, None, None, 'Submarine']]"
42,"[[None, None, None, 'Destroyer', None, None, None, None, None, None], [None, None, None, 'Destroyer', None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, 'Aircraft_Carrier'], [None, None, None, 'Battleship', None, None, None, None, None, 'Aircraft_Carrier'], [None, None, None, 'Battleship', None, None, None, None, None, 'Aircraft_Carrier'], [None, None, None, 'Battleship', None, None, 'Submarine', None, None, 'Aircraft_Carrier'], [None, None, None, 'Battleship', None, None, 'Submarine', None, None, 'Aircraft_Carrier'], [None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, 'Submarine', None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
54,"[[None, None, None, None, None, None, 'Battleship', None, None, None], [None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Cruiser', None, None], [None, None, None, None, None, None, None, 'Cruiser', None, None], [None, None, None, None, None, 'Destroyer', 'Destroyer', 'Cruiser', None, None]]"
43,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Aircraft_Carrier', None, None, None, None, None, None, None, 'Battleship'], [None, 'Aircraft_Carrier', None, None, None, None, None, None, None, 'Battleship'], ['Cruiser', 'Aircraft_Carrier', None, None, None, None, None, None, None, 'Battleship'], ['Cruiser', 'Aircraft_Carrier', None, None, None, None, None, None, None, 'Battleship'], ['Cruiser', 'Aircraft_Carrier', None, None, None, None, None, None, None, None], [None, None, None, 'Submarine', None, None, None, None, None, None], ['Destroyer', 'Destroyer', None, 'Submarine', None, None, None, None, None, None], [None, None, None, 'Submarine', None, None, None, None, None, None]]"
61,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Battleship', None, None, None, None, None, None, None, None], [None, 'Battleship', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None], ['Submarine', 'Battleship', 'Destroyer', 'Destroyer', None, None, None, None, None, None], ['Submarine', 'Battleship', None, None, None, None, None, None, None, None], ['Submarine', None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Cruiser', 'Cruiser', 'Cruiser', None, None, None, None, None, None, None]]"
21,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None], [None, None, None, None, None, 'Destroyer', None, None, None, None], [None, None, 'Aircraft_Carrier', None, None, 'Destroyer', None, None, None, None], [None, None, 'Aircraft_Carrier', None, 'Submarine', 'Submarine', 'Submarine', None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
27,"[[None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None, 'Destroyer', None, None], [None, None, None, None, 'Battleship', None, None, 'Destroyer', None, None], [None, None, None, None, 'Battleship', 'Submarine', None, None, None, None], [None, None, None, None, 'Battleship', 'Submarine', None, None, None, None], [None, None, None, None, 'Battleship', 'Submarine', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None]]"
45,"[[None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None], [None, None, None, 'Destroyer', None, None, None, None, None, None], [None, 'Submarine', None, 'Destroyer', None, None, None, None, None, None], [None, 'Submarine', None, None, None, None, None, None, None, None], [None, 'Submarine', None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser']]"
61,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, 'Submarine'], [None, None, None, None, None, None, 'Aircraft_Carrier', None, 'Destroyer', 'Submarine'], [None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, 'Aircraft_Carrier', None, 'Destroyer', 'Submarine'], [None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
33,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, None, 'Submarine', None, 'Destroyer', 'Destroyer', None, None], [None, None, None, None, 'Submarine', None, 'Cruiser', None, None, None], [None, None, None, None, 'Submarine', None, 'Cruiser', None, None, None], [None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Cruiser', None, None, None]]"
50,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None], [None, 'Aircraft_Carrier', None, None, None, None, None, None, None, None], [None, 'Aircraft_Carrier', None, None, None, None, None, None, None, None], [None, 'Aircraft_Carrier', None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None], [None, 'Aircraft_Carrier', None, None, None, None, None, None, None, None], ['Cruiser', 'Aircraft_Carrier', None, None, None, None, None, None, None, None], ['Cruiser', None, None, None, None, None, None, None, None, 'Destroyer'], ['Cruiser', None, None, None, None, None, None, None, None, 'Destroyer'], [None, None, None, None, None, None, None, None, None, None]]"
47,"[[None, None, None, 'Destroyer', None, None, None, None, None, None], [None, None, None, 'Destroyer', None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, 'Cruiser', None, None], ['Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, 'Cruiser', None, None], [None, None, None, None, None, None, None, 'Cruiser', None, None], [None, None, None, None, None, None, None, 'Submarine', 'Submarine', 'Submarine'], [None, None, None, None, None, None, None, None, None, None]]"
48,"[[None, None, 'Battleship', None, None, None, None, None, None, None], [None, None, 'Battleship', None, None, None, None, None, None, None], [None, None, 'Battleship', None, None, None, None, None, None, None], [None, None, 'Battleship', None, None, None, None, None, None, None], ['Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Submarine', None, 'Destroyer', 'Destroyer'], [None, None, None, None, None, None, 'Submarine', None, None, None], [None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, 'Submarine', None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
35,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Submarine', None, None, None, None, None, None, None, None], [None, 'Submarine', None, None, None, None, None, None, None, None], [None, 'Submarine', None, None, None, None, None, None, None, None], [None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, 'Cruiser'], [None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', 'Destroyer', None, None, 'Cruiser'], [None, None, None, None, None, None, 'Destroyer', None, None, 'Cruiser']]"
41,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None], [None, None, 'Aircraft_Carrier', None, 'Submarine', 'Submarine', 'Submarine', None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', None, 'Destroyer', 'Destroyer', None, None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
58,"[[None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, 'Battleship', None, None], [None, None, 'Submarine', None, None, None, None, 'Battleship', None, None], [None, None, 'Submarine', None, None, None, None, 'Battleship', None, None], [None, None, 'Submarine', None, None, None, None, 'Battleship', None, None], [None, None, None, None, 'Destroyer', None, None, None, None, None], [None, None, None, None, 'Destroyer', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
39,"[[None, 'Destroyer', None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None], [None, 'Destroyer', None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Cruiser', None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None], [None, None, None, 'Cruiser', None, None, None, None, None, None], [None, None, None, 'Cruiser', None, None, None, None, None, None], [None, None, None, None, 'Submarine', None, None, None, None, None], [None, None, None, None, 'Submarine', None, None, None, None, None], [None, None, None, None, 'Submarine', None, None, None, None, None]]"
26,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, 'Destroyer', 'Destroyer', None, 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, 'Battleship', 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, 'Battleship', 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, 'Battleship', 'Aircraft_Carrier'], [None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None, 'Battleship', 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
46,"[[None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None], ['Destroyer', 'Destroyer', None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Battleship', None, None, None, 'Submarine', 'Submarine', 'Submarine', None], [None, None, 'Battleship', None, None, None, None, None, None, None], [None, None, 'Battleship', None, None, None, None, None, None, None], [None, None, 'Battleship', None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser'], [None, None, None, None, None, None, None, None, None, None]]"
54,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', None, None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', None, None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', None, None, None, None], [None, None, None, 'Cruiser', None, 'Aircraft_Carrier', None, None, None, None], [None, None, None, 'Cruiser', None, 'Aircraft_Carrier', None, None, None, None], [None, None, None, 'Cruiser', None, None, 'Destroyer', None, None, None], [None, None, None, None, None, None, 'Destroyer', None, None, None], ['Submarine', 'Submarine', 'Submarine', None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None], [None, None, None, None, None, None, None, None, None, None]]"
40,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None], [None, None, None, None, None, 'Battleship', None, None, None, None], [None, None, None, None, None, 'Battleship', None, None, None, None], [None, None, None, None, None, 'Battleship', None, None, None, 'Submarine'], [None, None, None, None, None, 'Battleship', None, None, None, 'Submarine'], [None, None, None, None, None, None, None, None, None, 'Submarine'], ['Destroyer', 'Destroyer', None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None]]"
68,"[[None, None, None, None, None, None, None, None, None, None], ['Battleship', None, None, None, None, None, None, None, None, None], ['Battleship', None, None, None, None, None, None, None, None, None], ['Battleship', None, None, None, None, None, None, None, None, None], ['Battleship', None, None, None, None, None, None, 'Cruiser', None, None], [None, 'Submarine', None, None, None, None, None, 'Cruiser', None, None], ['Destroyer', 'Submarine', None, None, None, None, None, 'Cruiser', None, None], ['Destroyer', 'Submarine', None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None]]"
52,"[[None, None, None, None, None, None, 'Cruiser', None, None, None], [None, None, None, None, None, None, 'Cruiser', None, None, None], [None, None, 'Destroyer', 'Destroyer', 'Aircraft_Carrier', None, 'Cruiser', None, None, None], [None, None, None, None, 'Aircraft_Carrier', None, None, 'Battleship', None, None], [None, None, None, None, 'Aircraft_Carrier', None, None, 'Battleship', 'Submarine', None], [None, None, None, None, 'Aircraft_Carrier', None, None, 'Battleship', 'Submarine', None], [None, None, None, None, 'Aircraft_Carrier', None, None, 'Battleship', 'Submarine', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
59,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None], ['Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Submarine', None, None, None, None], [None, None, None, None, None, 'Submarine', None, None, None, 'Cruiser'], [None, None, None, None, None, 'Submarine', None, None, None, 'Cruiser'], [None, None, None, None, None, None, None, None, None, 'Cruiser'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 'Destroyer', 'Destroyer']]"
41,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Destroyer', 'Destroyer', None, None, None, None], [None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None], [None, None, None, None, None, 'Battleship', None, None, None, None], [None, None, None, None, None, 'Battleship', None, None, None, None], ['Cruiser', 'Cruiser', 'Cruiser', None, None, 'Battleship', None, None, None, None], [None, None, None, None, None, 'Battleship', None, None, None, None], [None, None, None, None, None, None, 'Submarine', 'Submarine', 'Submarine', None], [None, None, None, None, None, None, None, None, None, None]]"
45,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, None], [None, None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Cruiser', None, None, None, 'Destroyer', 'Destroyer', None, None, None, None], ['Cruiser', None, None, None, None, None, None, None, None, None], ['Cruiser', None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
51,"[['Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, None, 'Destroyer'], [None, None, None, None, None, 'Aircraft_Carrier', None, None, None, 'Destroyer'], [None, None, None, None, None, 'Aircraft_Carrier', 'Submarine', None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', 'Submarine', None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', 'Submarine', None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None]]"
35,"[[None, 'Destroyer', None, None, None, None, None, None, None, None], [None, 'Destroyer', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Submarine', None, None, None, None, None, None, None, None, None], ['Submarine', None, None, None, None, None, None, None, None, None], ['Submarine', None, None, None, None, 'Cruiser', None, None, None, None], [None, None, None, None, None, 'Cruiser', None, None, None, None], [None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', 'Cruiser', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
42,"[[None, None, None, 'Cruiser', None, None, None, None, None, None], [None, None, None, 'Cruiser', None, None, None, 'Battleship', None, 'Submarine'], [None, None, None, 'Cruiser', None, None, None, 'Battleship', None, 'Submarine'], [None, None, 'Destroyer', None, None, None, None, 'Battleship', None, 'Submarine'], [None, None, 'Destroyer', None, None, None, None, 'Battleship', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
33,"[[None, None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None], [None, None, 'Destroyer', None, None, None, None, None, None, None], [None, None, 'Destroyer', None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
29,"[[None, None, None, None, None, None, None, None, None, None], [None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Destroyer', 'Destroyer', 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, 'Cruiser', None, 'Battleship', None, None, 'Aircraft_Carrier'], [None, None, None, None, 'Cruiser', None, 'Battleship', None, None, 'Aircraft_Carrier'], [None, None, None, None, 'Cruiser', None, None, None, None, 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, None, 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, None, 'Aircraft_Carrier']]"
45,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Aircraft_Carrier', None, None, None, None, None, 'Destroyer'], [None, None, None, 'Aircraft_Carrier', None, None, None, None, None, 'Destroyer'], [None, 'Cruiser', None, 'Aircraft_Carrier', None, None, None, None, None, None], [None, 'Cruiser', None, 'Aircraft_Carrier', None, None, None, None, None, None], [None, 'Cruiser', None, 'Aircraft_Carrier', None, None, None, 'Submarine', 'Submarine', 'Submarine']]"
30,"[['Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Aircraft_Carrier', None, None], [None, None, None, None, 'Destroyer', None, None, 'Aircraft_Carrier', None, None], [None, None, None, None, 'Destroyer', None, None, 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, None, 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, 'Cruiser', 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, 'Cruiser', None, 'Submarine', None], [None, None, None, None, None, None, 'Cruiser', None, 'Submarine', None], [None, None, None, None, None, None, None, None, 'Submarine', None]]"
48,"[[None, None, None, None, None, None, None, None, None, 'Aircraft_Carrier'], [None, None, None, None, 'Submarine', None, None, None, None, 'Aircraft_Carrier'], [None, None, None, None, 'Submarine', None, None, None, None, 'Aircraft_Carrier'], [None, None, None, None, 'Submarine', None, None, None, None, 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, None, 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Cruiser', None, None, None, None], [None, None, None, None, None, 'Cruiser', None, None, None, None], [None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', 'Cruiser', None, None, None, None], [None, None, None, None, None, None, None, 'Destroyer', 'Destroyer', None]]"
42,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Submarine', None, None], [None, None, 'Destroyer', None, None, None, None, 'Submarine', None, None], [None, None, 'Destroyer', None, None, None, None, 'Submarine', None, None], [None, None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, None, None, None, 'Battleship', None, None], ['Cruiser', None, None, None, None, None, None, 'Battleship', None, None], ['Cruiser', None, None, None, None, None, None, 'Battleship', None, None], ['Cruiser', None, None, None, None, None, None, 'Battleship', None, None]]"
